date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:52	13939/13939	U-----	200	untouched ('')	image/png	date:Thu,%2001%20Feb%202024%2004:31:00%20GMT	https://static.wixstatic.com/media/c4de5f_300301b1e6534e4d81047869a29750df~mv2.png/v1/fill/w_229,h_53,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/meetingglass_site_logo_304x73.png	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_300301b1e6534e4d81047869a29750df_mv2.png/v1/fill/w_229,h_53,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/meetingglass_site_logo_304x73.png	(from https://www.meetingglass.com/)
15:44:52	2958/2958	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2008:44:51%20GMT	https://www.meetingglass.com/feed.xml	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/feed.16.delayed	(from https://www.meetingglass.com/)
15:45:27	305144/305144	U--MCZ	200	updated ('OK')	text/html	etag:W/%22c00fe3103f8ed2d66329fcabb5e9fcab%22	https://www.meetingglass.com/visual-privacy-features	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/visual-privacy-features.html	(from https://www.meetingglass.com/)
15:45:29	289145/289145	U--MCZ	200	updated ('OK')	text/html	etag:W/%22e3696818f178f15544b7eb61b3a77ecf%22	https://www.meetingglass.com/features-advantages	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/features-advantages.html	(from https://www.meetingglass.com/)
15:45:29	2967/2967	U-----	200	untouched ('')	image/jpeg	date:Thu,%2001%20Feb%202024%2004:31:03%20GMT	https://static.wixstatic.com/media/c4de5f_64b3070e5d5348e7bb61f382dbe883c5~mv2.jpg/v1/fill/w_144,h_102,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c4de5f_64b3070e5d5348e7bb61f382dbe883c5~mv2.jpg	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_64b3070e5d5348e7bb61f382dbe883c5_mv2.jpg/v1/fill/w_144,h_102,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c4de5f_64b3070e5d5348e7bb61f382dbe883c5_mv2.jpg	(from https://www.meetingglass.com/)
15:45:29	2828/2828	U-----	200	untouched ('')	image/jpeg	date:Thu,%2001%20Feb%202024%2004:31:04%20GMT	https://static.wixstatic.com/media/c4de5f_f6e843cde2d14ca186a3b3f473de9b78~mv2.jpg/v1/fill/w_144,h_102,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c4de5f_f6e843cde2d14ca186a3b3f473de9b78~mv2.jpg	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_f6e843cde2d14ca186a3b3f473de9b78_mv2.jpg/v1/fill/w_144,h_102,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c4de5f_f6e843cde2d14ca186a3b3f473de9b78_mv2.jpg	(from https://www.meetingglass.com/)
15:45:29	4349765/4349765	U-----	200	untouched ('')	image/gif	etag:%22d83cb940716b312b92aa796992910c27%22	https://static.wixstatic.com/media/c4de5f_dfbaee120b34422ab8878d7c4d9b3ade~mv2.gif	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_dfbaee120b34422ab8878d7c4d9b3ade_mv2.gif	(from https://www.meetingglass.com/)
15:45:30	2959/2959	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2008:45:29%20GMT	https://www.meetingglass.com/${n.uri}	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/${n.17.delayed	(from https://www.meetingglass.com/)
15:45:30	2375030/2375030	U-----	200	untouched ('')	image/gif	etag:%22b24aaee3e9a46116389e29f7e174bd1f%22	https://static.wixstatic.com/media/c4de5f_1354e7d4911f4f258fc58a868cfa9046~mv2.gif	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_1354e7d4911f4f258fc58a868cfa9046_mv2.gif	(from https://www.meetingglass.com/)
15:45:30	4287184/4287184	U-----	200	untouched ('')	image/gif	etag:%222770fa9f131ab224e2a646b594888b86%22	https://static.wixstatic.com/media/c4de5f_e6b3edd29bc0409ebbf83474ed2cafa7~mv2.gif	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_e6b3edd29bc0409ebbf83474ed2cafa7_mv2.gif	(from https://www.meetingglass.com/)
15:45:31	85377/85377	---M-Z	200	added ('OK')	application/javascript	etag:W/%22dd57ed5bf81787f9ab6c2bec05b026cb%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.a475be57.bundle.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.a475be57.bundle.min.js	(from https://www.meetingglass.com/)
15:45:31	10094/10094	U-----	200	untouched ('')	image/png	date:Thu,%2001%20Feb%202024%2004:31:06%20GMT	https://static.wixstatic.com/media/c4de5f_a30d6f580fdb4123940710e8031ee67e~mv2.png/v1/fill/w_88,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/julia_requests_face_to_face_with_you_con.png	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_a30d6f580fdb4123940710e8031ee67e_mv2.png/v1/fill/w_88,h_49,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/julia_requests_face_to_face_with_you_con.png	(from https://www.meetingglass.com/)
15:45:31	11690750/11690750	U-----	200	untouched ('')	application/x-zip-compressed	etag:%22e8d99f4a4a85fa1ada71faa40b247437%22	https://www.meetingglass.com/_files/archives/c4de5f_66cf821a5be544f4adbe3c76928fa042.zip?dn=FFmpeg-Source-Code.zip	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/_files/archives/FFmpeg-Source-Code.zip_;%20filename_=UTF-8''FFmpeg-Source-Code928c.zip	(from https://www.meetingglass.com/)
15:45:32	173449/173449	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e6016ad4a79e2a85361b0fb15e996ffe%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.1438a05e.bundle.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/services/wix-thunderbolt/dist/main.1438a05e.bundle.min.js	(from https://www.meetingglass.com/)
15:45:32	3873061/3873061	U-----	200	untouched ('')	application/x-zip-compressed	etag:%22d487181a39a655399861822481af6719%22	https://www.meetingglass.com/_files/archives/c4de5f_3a2f3f29bbe84702bef5a673bd15a87a.zip?dn=mpv-player-source-code.zip	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/_files/archives/mpv-player-source-code.zip_;%20filename_=UTF-8''mpv-player-source-code7bc8.zip	(from https://www.meetingglass.com/)
15:45:32	65254/65254	U-----	200	untouched ('')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/WORK/VWL/MeetingGlass.com/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://www.meetingglass.com/)
15:45:33	295136/295136	U--MCZ	200	updated ('OK')	text/html	etag:W/%2266b43428924581b141da7d52401e65b0%22	https://www.meetingglass.com/meetingglass-eula	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/meetingglass-eula.html	(from https://www.meetingglass.com/)
15:45:34	248/248	U-----	200	untouched ('')	text/xml	etag:W/%22f8-+aXmCG/ZFYo2YjpoSYS4B3SkJl8%22	https://www.meetingglass.com/sitemap.xml	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/sitemap.xml	(from https://www.meetingglass.com/)
15:45:34	2960/2960	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2008:45:34%20GMT	https://www.meetingglass.com/decodeURIComponent(e	C:/WORK/VWL/MeetingGlass.com/www.meetingglass.com/decodeURIComponent(e.1d.delayed	(from https://www.meetingglass.com/)
15:46:13	73015/73015	U-----	200	untouched ('')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.meetingglass.com/)
15:46:14	118656/118656	U-----	200	untouched ('')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.meetingglass.com/)
15:46:14	12463/12463	U-----	200	untouched ('')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.meetingglass.com/)
15:46:17	10441/10441	U-----	200	untouched ('')	image/png	date:Thu,%2001%20Feb%202024%2004:31:18%20GMT	https://static.wixstatic.com/media/c4de5f_2c696f45a5794a1eae886d05eba7735e~mv2.png/v1/fill/w_100,h_107,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Privacy%20levels.png	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_2c696f45a5794a1eae886d05eba7735e_mv2.png/v1/fill/w_100,h_107,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Privacy%20levels.png	(from https://www.meetingglass.com/visual-privacy-features)
15:46:27	7235/7235	U-----	200	untouched ('')	application/javascript	etag:W/%227145d37309f2d1ad0f961c6c0a0db191%22	https://static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/services/tag-manager-client/1.820.0/siteTags.bundle.min.js	(from https://www.meetingglass.com/)
15:47:29	4647/4647	U-----	200	untouched ('')	image/png	date:Thu,%2001%20Feb%202024%2004:31:18%20GMT	https://static.wixstatic.com/media/c4de5f_9aabfaee48fa4b338f28359686e82b34~mv2.png/v1/fill/w_104,h_55,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Video%20modes.png	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_9aabfaee48fa4b338f28359686e82b34_mv2.png/v1/fill/w_104,h_55,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/Video%20modes.png	(from https://www.meetingglass.com/visual-privacy-features)
15:47:30	4648/4648	U-----	200	untouched ('')	image/png	date:Thu,%2001%20Feb%202024%2004:31:19%20GMT	https://static.wixstatic.com/media/c4de5f_199cfb44ba1747d8aad77adf2866ee34~mv2.png/v1/fill/w_115,h_61,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/set_size_of_your_video_no_second_slider_.png	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_199cfb44ba1747d8aad77adf2866ee34_mv2.png/v1/fill/w_115,h_61,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/set_size_of_your_video_no_second_slider_.png	(from https://www.meetingglass.com/visual-privacy-features)
15:47:34	2375030/2375030	U-----	200	untouched ('')	image/gif	etag:%22b24aaee3e9a46116389e29f7e174bd1f%22	https://static.wixstatic.com/media/c4de5f_a73f743a2d0f4c0cbd79574d982df90d~mv2.gif	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_a73f743a2d0f4c0cbd79574d982df90d_mv2.gif	(from https://www.meetingglass.com/features-advantages)
15:47:35	30907/30907	U-----	200	untouched ('')	application/javascript	etag:W/%225e646fa090a760653cfa56c727bb5a13%22	https://static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	C:/WORK/VWL/MeetingGlass.com/static.parastorage.com/services/wix-perf-measure/1.1095.0/wix-perf-measure.umd.min.js	(from https://www.meetingglass.com/)
15:47:35	1667589/1667589	U-----	200	untouched ('')	image/gif	etag:%229a25ba0a27ed3a5042e170cc52360f88%22	https://static.wixstatic.com/media/c4de5f_89312d5e437b4b6e8e07c729be59c8fd~mv2.gif	C:/WORK/VWL/MeetingGlass.com/static.wixstatic.com/media/c4de5f_89312d5e437b4b6e8e07c729be59c8fd_mv2.gif	(from https://www.meetingglass.com/features-advantages)
